0,0,0
0,0.010101,0.0101008
0,0.020202,0.0202006
0,0.030303,0.0302984
0,0.040404,0.040393
0,0.0505051,0.0504836
0,0.0606061,0.060569
0,0.0707071,0.0706482
0,0.0808081,0.0807202
0,0.0909091,0.0907839
0,0.10101,0.100838
0,0.111111,0.110883
0,0.121212,0.120916
0,0.131313,0.130936
0,0.141414,0.140943
0,0.151515,0.150936
0,0.161616,0.160914
0,0.171717,0.170875
0,0.181818,0.180818
0,0.191919,0.190743
0,0.20202,0.200649
0,0.212121,0.210534
0,0.222222,0.220398
0,0.232323,0.230239
0,0.242424,0.240057
0,0.252525,0.24985
0,0.262626,0.259618
0,0.272727,0.269359
0,0.282828,0.279073
0,0.292929,0.288758
0,0.30303,0.298414
0,0.313131,0.308039
0,0.323232,0.317633
0,0.333333,0.327195
0,0.343434,0.336723
0,0.353535,0.346217
0,0.363636,0.355675
0,0.373737,0.365097
0,0.383838,0.374482
0,0.393939,0.383829
0,0.40404,0.393137
0,0.414141,0.402404
0,0.424242,0.41163
0,0.434343,0.420815
0,0.444444,0.429956
0,0.454545,0.439054
0,0.464646,0.448107
0,0.474747,0.457114
0,0.484848,0.466074
0,0.494949,0.474987
0,0.505051,0.483852
0,0.515152,0.492667
0,0.525253,0.501432
0,0.535354,0.510145
0,0.545455,0.518807
0,0.555556,0.527415
0,0.565657,0.53597
0,0.575758,0.54447
0,0.585859,0.552915
0,0.59596,0.561303
0,0.606061,0.569634
0,0.616162,0.577907
0,0.626263,0.586121
0,0.636364,0.594275
0,0.646465,0.602368
0,0.656566,0.6104
0,0.666667,0.61837
0,0.676768,0.626276
0,0.686869,0.634119
0,0.69697,0.641897
0,0.707071,0.64961
0,0.717172,0.657256
0,0.727273,0.664835
0,0.737374,0.672346
0,0.747475,0.679789
0,0.757576,0.687162
0,0.767677,0.694465
0,0.777778,0.701698
0,0.787879,0.708859
0,0.79798,0.715947
0,0.808081,0.722963
0,0.818182,0.729904
0,0.828283,0.736771
0,0.838384,0.743563
0,0.848485,0.75028
0,0.858586,0.756919
0,0.868687,0.763482
0,0.878788,0.769966
0,0.888889,0.776372
0,0.89899,0.782699
0,0.909091,0.788945
0,0.919192,0.795112
0,0.929293,0.801197
0,0.939394,0.807201
0,0.949495,0.813122
0,0.959596,0.81896
0,0.969697,0.824714
0,0.979798,0.830385
0,0.989899,0.835971
0,1,0.841471
0.010101,0,0.0101008
0.010101,0.010101,0.0202017
0.010101,0.020202,0.0303015
